english,italian
It festers.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It is gone.,È scomparso.
Big... orc.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Pure. Evil.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.IvcxDeal=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.IvcxDeal=0,.IvcxDeal=0
Not a bird.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Noticeable.,Notevole.
It is time.,"<|im_start|>utente</|im_start|>
<|im_end|>"
A birdfolk.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Ah! An owl!,Ah! Una civetta!
Prayer_Book,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
.AvikRich=1,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
.AvikGone=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Unclickable,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Ungrateful.,"Inglese: Ingrato.
Italiano:<|im_end|>
<|im_start|>assistente"
GlossaryOff,"GlossaryOff
Italian:<|im_end|>
<|im_start|>assistente"
StopAmbient,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.FullName=1,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
PCGettingUp,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
PlayAmbient,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
PULL. BACK.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Struggle.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Am I alive?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Yes. It is.,Sì. Lo è.
No offense.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<b>YES</b>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Is this...?,"<|im_start|>utente</|im_start|>
<|im_end|>"
RumbleSmoke,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Oh gods...!,"Oh, mio Dio…!"
It is doom.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Corpo-what?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
PlayVODelay,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Mimic_Cloak,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It's a bag!,È una borsa!
spell_knock,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It is firm.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A cramp...?,Un crampo…?
<b>Off</b>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It is numb.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Oh... oh...,Oh… oh…
"Yes, ma'am.","Sì, signora."
It is cold.,Fa freddo.
Terrifying.,Terribile.
"Yeah, that.","Sì, quello."
Please. No.,"<|im_start|>utente</|im_start|>
<|im_end|>"
PURE. EVIL.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Thaumaturgy,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He's right.,Ha ragione.
I'm scared.,"<|im_start|>Utente</|im_start|>
<|im_end|>"
E-Let's go.,"<|im_start|>Utente
Italiano:<|im_end|>
<|im_start|>Assistente"
It squirms.,"English: Si contorce.  
Italian:<|im_end|>  
<|im_start|>assistente"
Be careful.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Yeah. Sure.,Sì. Certo.
Acceptance.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That's not-,That’s not…
Unsettling.,Inquietante.
"Now, FIGHT!","Ora, LOTTATE!"
Horrifying?,Orribile?
It's the...,"<|im_start|>utente</|im_start|>
<|im_end|>"
Wha- wha...,"<|im_start|>utente</|im_start|>
<|im_end|>"
What? How?!,"Cosa? Come?!
<|im_end|>
<|im_start|>assistente"
It is true.,È vero.
...Slogdog?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...Slogdog.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It tingles.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
No comment.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"No, no, no!","No, no, no!"
So close...,"<|im_start|>utente</|im_end|>

<|im_start|>assistente</|im_end|>"
Free. Safe.,"<|im_start|>utente</|im_start|>
<|im_end|>"
"Well, darn.","<|im_start|>utente</|im_start|>
<|im_end|>"
<i>Yes.</i>,"<|im_start|>utente</i>
<|im_end|>

<|im_start|>assistente</i>"
OBJDissolve,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Relax, guy.","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.IskSpawn=1,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
.IskIntro=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That's sad.,Che tristezza.
E-Thanks...,"E-Grazie…
<|im_end|>"
.MapIntro=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
EttirRotate,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<b>Now</b>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Yes, again.","Sì, di nuovo."
Very. Cold.,Molto freddo.
.BrrIntro=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<i>NOT.</i>,"<|im_start|>utente</i>
<|im_end|>"
vo_skeleton,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<i>Duh.</i>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A troll...?,Un troll…?
Movable_Rod,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Again. Yes.,"<|im_start|>utente</|im_start|>
Sì. Di nuovo. Sì."
Troll_Tooth,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
IS AVOIDED.,"<|im_start|>utente</|im_start|>
<|im_end|>"
<i>Ugh.</i>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Get up.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
...go home.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Horrendous.,Orribile.
He is lost.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.GormBard=1,".GormBard=1
Italian:<|im_end|>
<|im_start|>assistente"
.GormBarb=1,".GormBarb=1
Italian:<|im_end|>
<|im_start|>assistente"
.GormRagn=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He freezes.,"English: Lui si blocca, rimane immobile.  
Italian:<|im_end|>  
<|im_start|>assistente</td>"
IT IS TIME.,È giunto il momento.
Uh... uh...,"<|im_start|>utente</|im_start|>
<|im_end|>"
It fizzles.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He is here.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Nope. Nope!,No. Assolutamente no!
It returns.,"<|im_start|>utente</|im_start|>
<|im_end|>"
<i>Yes</i>!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Elementary.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
What a day.,Che giornata…
.OyuIntro=1,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
A gargoyle.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.OyuBuy+=50,.OyuBuy+=50
.OyuBuy+=90,.OyuBuy+=90
(Squint.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.OyuTheft=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.OyuTheft=2,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.OyuTheft=3,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Everything.,Tutto.
He's ready.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Stereotype.,"Stereotipo.
<|im_end|>
<|im_start|>assistente"
He cackles.,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
CrossLegged,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He listens.,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
NEVER-MIND.,"<|im_start|>utente</|im_start|>
<|im_end|>"
RagnFloater,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Impossible.,"<|im_start|>utente</|im_start|>
<|im_end|>"
He follows.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.PPGHeard=1,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
.PPGGiven=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Victorious.,Vittorioso.
Physically.,Fisicamente.
.AlfozWon=1,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
It is hard.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Now, FLIRT!","Ora, flirta!"
...Alright!,"<|im_start|>utente</|im_start|>
<|im_end|>"
Now. Speak.,Ora… parla.
"Oh, gods...","Oh, dei…"
She's good.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
StopReading,"<|im_start|>utente</|im_start|>
<|im_end|>"
"No, that's-","No, quello è…"
It screams.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Not a jest.,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>
<|im_start|>assistente</|im_start|>"
No. Wait...,No. Aspetta…
Am I ready?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
PillarScene,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
SHIIIIT...!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<b>Elf.</b>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<i>Now</i>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Elven_Boots,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Melancholy.,Melanconia.
No yelling.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It is WARM.,Fa caldo.
E-(Gulp.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<b>Yes.</b>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Woah. Look!,Wow. Guarda!
Re-convene?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He is wise.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Yes, HOLES!","Sì, buchi!"
<i>Sic.</i>,"<|im_start|>utente</i>
Italiano:<|im_end|>

<|im_start|>assistente</i>"
Like a man.,Come un uomo.
Don't join.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Stress_Cube,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
APPLE. BOY.,"<|im_start|>utente</|im_start|>
<|im_end|>"
It's stuck.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Glimmering.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Oh. Oh boy.,Oh. Oh mio Dio.
CorpseScene,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Yes. Do it.,Sì. Fallo.
<i>Wow.</i>,"<|im_start|>utente</i>
<|im_end|>

<|im_start|>assistente</i>"
<i>Shh</i>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
E-I'm good.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Adamantium.,Adamantium.
FC12 int-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
(Shrug.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
FC14 con-\,<|im_start|>assistente</|im_end|>
DC14 con-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
FC15 con-\,<|im_start|>assistente</|im_end|>
Unnatural.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Centuries?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC15 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
DC16 wis-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Apologize.,Scusami.
(Whimper.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
So slowly.,Così lentamente.
Relatable.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
E-(Leave.),"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
Nervously.,Nervosamente.
City_Below,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<b>NO</b>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC20 int-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
alert_heal,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC13 wis-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
FC13 wis-\,<|im_start|>assistente</|im_end|>
FC19 int-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
DC19 int-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Druidcraft,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Laugh.) \,"(Risate.) \
<|im_end|>"
FallingOut,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
vo_drummer,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
What's...?,Cosa è…?
LooseToken,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
E-No need.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Hilarious.,Divertentissimo.
Perhaps...,Forse…
FC10 con-\,<|im_start|>assistente</|im_end|>
DC18 wis-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
DC16 con-\,<|im_start|>assistente</|im_end|>
FC12 con-\,<|im_start|>assistente</|im_end|>
DC12 con-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Let's not.,"<|im_start|>utente</|im_start|>
<|im_end|>"
He frowns.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC19 con-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
FC15 wis-\,<|im_start|>assistente</|im_end|>
DC15 wis-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
DC17 wis-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
He scowls.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Hilarious!,Divertentissimo!
A... girl?,"<|im_start|>utente</|im_start|>
<|im_end|>"
FC15 int-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
He sniffs.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC17 int-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC14 str-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
INTELLECT.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
AWARENESS.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
IT IS NOT.,NO.
DC16 int-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
FC16 int-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
<b>No</b>.,<b>No</b>.
E-...Okay.,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
DC10 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Treachery.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC21 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Storytime!,"<|im_start|>Utente</|im_start|>
<|im_end|>"
FC10 wis-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
...Tongue?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
OBJTrigger,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
FC11 int-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
A scoff. \,"<|im_start|>utente</|im_start|>
<|im_end|>"
"He goes, \","<|im_start|>utente</|im_start|>
<|im_end|>"
(Focus.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A scholar.,<|im_start|>student</|im_end|>
DeckNumber,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Rollo? Oh.,"<|im_start|>utente</|im_start|>
Italiano:<|im_end|>"
PCSleeping,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC15 str-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
DialogHide,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
StartIntro,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
GlossaryOn,"Glossario
In italiano:<|im_end|>
<|im_start|>assistente"
<b>No.</b>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC17 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
DC17 str-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
DC17 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
E-Go away.,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
E-Victory.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Go deeper!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Heh. Nuts.,Heh. Pazzi.
It speaks?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Be friend.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC10 con-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
We'll see.,"<|im_start|>utente</|im_start|>
<|im_end|>"
(Stumble.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
UnFreezePC,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
FC17 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
DC12 str-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Hopefully.,"<|im_start|>utente</|im_start|>
<|im_end|>"
.BondEbb=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
FC17 int-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
Or thirst.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
No. Don't.,No. Non farlo.
Whitemane.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Perchance.,Forse.
RoperPoint,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Oh yes...!,Oh sì…!
FELLED...!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
No answer.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Legendary?,Leggendario?
Sprouting?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Okay. Sad.,Okay. Triste.
Trembling.,Tremando.
"Dance, eh?","Ballare, eh?"
music_doom,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
"Yes, that.","Sì, quello."
GO. QUICK.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Rûn_Fackla,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Suclusion?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Naturally.,Naturalmente.
FC10 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Yellow_Rat,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Potential?,Potenziale?
StopMining,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
As do you.,"<|im_start|>utente</|im_start|>
<|im_end|>"
BACK! NOW!,"<|im_start|>utente</|im_start|>
<|im_end|>"
A Vulgata!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...It's...,"<|im_start|>utente</|im_start|>
<|im_end|>"
Oh. Truly?,Oh. Davvero?
FC18 wis-\,<|im_start|>assistente</|im_end|>
.IskWish=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
FC20 int-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
He pauses.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Annoyance?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Hesitancy.,Hesitazione.
He smirks.,Lui sorride compiaciuto.
A miracle.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Oh. Oh my.,Oh. Oh mio Dio.
He agrees.,"English: Lui è d’accordo.  
Italian:<|im_end|>  
<|im_start|>assistente"
Stability.,Stabilità.
.NoSound=1,.NoSound=1
<i>HE.</i>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<i>IS.</i>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.NoSound=0,.NoSound=0
Dangerous.,Pericoloso.
Insincere.,Insincero.
Apologies.,Scuse.
Beautiful.,Bello.
YOU. LIVE.,"<|im_start|>utente</|im_start|>
<|im_end|>"
DC16 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
FC16 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
FC12 str-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
He coughs.,Lui tossisce.
Heretical.,Eretica.
Vengeance.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
",GormJOR=1","<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Oh. (Die.),"Oh. (Muore.)
<|im_end|>"
Slaughter.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He flails.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
TurnUndead,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC19 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
FC19 cha-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
DC11 str-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
HE. FALLS.,LUI CAI.
<b>No</b>!,<b>No</b>!
He is not.,"English: Lui non lo è.  
Italian: Lui non lo è.  
<|im_end|>"
Dreampatch,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.YxIntro=1,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
E-...Yeah.,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Good. Pet.,"<|im_start|>utente</|im_start|>
Italiano:<|im_end|>"
Celestial.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He hisses.,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
...Do you?,"<|im_start|>utente</|im_start|>
<|im_end|>"
Yes. Both.,Sì. Entrambe le cose.
DC11 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
DC11 wis-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Literally.,Letteralmente.
Confusing.,Confuso.
W-what...?,"<|im_start|>utente</|im_start|>
<|im_end|>"
He twirls.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Alfoz_Idle,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Simpleton.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Oh. Input?,Oh. Input?
"NO, ETTIR.","NO, ETTIR."
What? Why?,Cosa? Perché?
R-(Do it.),"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
Like. You.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Ugh. Fine.,Ugh… Va bene.
ArcaneSeal,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Honorable.,Onorevole.
Bloodlust.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DO IT NOW.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC15 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Uhh. UHHH.,Uhh… UHHH.
...Really?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Nevermind.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Discourse!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC21 wis-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
No. Later.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Boo-oring.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
HiddenRest,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Sacrifice.,Sacrificio.
OH. OH MY.,OH. OH MIO DIO.
OH. OH NO.,OH. OH NO.
You mean \,"<|im_start|>utente</|im_start|>
<|im_end|>"
CombatIdle,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Be polite.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Whistle.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It's ugly.,È brutto.
Heh. Yeah.,Heh. Sì.
So boring.,Troppo noioso.
DC16 str-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
A veteran.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...Anyway.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
The_Corpse,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Sensitive.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<b>NO.</b>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
No. A gap.,No. Una lacuna.
Now: LIFT.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
FC8 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
FC6 int-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
FC9 dex-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
DC9 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Fortress?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC7 int-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
