english,italian,source_files
As it should.,,sharedassets0.assets
AdvanceTimeTo,,"sharedassets10.assets, sharedassets4.assets, sharedassets6.assets"
What a farce.,,sharedassets10.assets
.NoPolitics=1,,sharedassets10.assets
Exasperation.,,sharedassets10.assets
.VotingTime=1,,sharedassets10.assets
.BorgoIntro=1,,sharedassets10.assets
That's right!,,sharedassets10.assets
<b>Fight</b>.,,"sharedassets10.assets, sharedassets20.assets, sharedassets23.assets"
Wait. Wait...,,sharedassets11.assets
How... how...,,sharedassets11.assets
She smiles. \,,"sharedassets12.assets, sharedassets18.assets, sharedassets23.assets, sharedassets4.assets"
Svamp_Extract,,"sharedassets12.assets, sharedassets8.assets"
.HiddenSafe=1,,sharedassets13.assets
It's calming.,,sharedassets14.assets
Acceptance?\t,,sharedassets14.assets
NPCLooseToken,,sharedassets14.assets
Invisibility.,,sharedassets14.assets
That's funny.,,sharedassets15.assets
You... are...,,"sharedassets15.assets, sharedassets23.assets"
.SnurreInfo=1,,sharedassets17.assets
I AM CIVIDIX.,,sharedassets17.assets
Orange_Ledger,,"sharedassets18.assets, sharedassets4.assets, sharedassets7.assets"
It's NOTHING.,,sharedassets18.assets
.ViiraIntro=1,,"sharedassets18.assets, sharedassets4.assets"
As he SHOULD.,,"sharedassets18.assets, sharedassets4.assets"
She's joking.,,sharedassets18.assets
<i>Woman</i>.,,sharedassets18.assets
Stern. STERN.,,sharedassets18.assets
"Quick, stall!",,sharedassets18.assets
<b>Focus</b>.,,"sharedassets18.assets, sharedassets20.assets"
(Hug back.) \,,sharedassets19.assets
It is asleep.,,sharedassets19.assets
.HatchIntro=1,,sharedassets19.assets
Dark_Grimoire,,sharedassets19.assets
"Fear, mostly.",,sharedassets19.assets
Dancing_Light,,sharedassets2.assets
The... the...,,sharedassets2.assets
Panic. Sweat.,,sharedassets2.assets
It is a sign.,,sharedassets20.assets
No he didn't.,,sharedassets20.assets
.MimicIntro=1,,sharedassets20.assets
BecomeChildOf,,"sharedassets20.assets, sharedassets4.assets"
Cold. Smooth.,,sharedassets20.assets
E-I wonder...,,sharedassets20.assets
She grunts. \,,"sharedassets20.assets, sharedassets22.assets"
Strange_Skull,,sharedassets20.assets
But... but...,,sharedassets20.assets
He cackles. \,,"sharedassets20.assets, sharedassets4.assets"
E-...Alright.,,sharedassets20.assets
Or something.,,sharedassets20.assets
There. Again.,,sharedassets20.assets
generic_slash,,"sharedassets20.assets, sharedassets23.assets"
generic_swosh,,sharedassets20.assets
"DIE, MONSTER!",,sharedassets20.assets
<b>What?!</b>,,sharedassets20.assets
(Be patient.),,sharedassets20.assets
It falters...,,sharedassets20.assets
.RoperIntro=1,,sharedassets20.assets
You're ready.,,sharedassets20.assets
A monster...?,,sharedassets20.assets
Everything...,,sharedassets20.assets
<i>Clunk</i>.,,sharedassets20.assets
He's shaking.,,"sharedassets20.assets, sharedassets7.assets"
TackleToFloor,,"sharedassets20.assets, sharedassets24.assets"
"E-Cool, cool.",,sharedassets20.assets
E-Cool. Loot.,,sharedassets20.assets
TURN. AROUND.,,sharedassets20.assets
A Crocodilus.,,sharedassets20.assets
It's a quest.,,sharedassets20.assets
Passionately.,,sharedassets20.assets
Yeah. Like...,,sharedassets20.assets
.AkzelIntro=1,,sharedassets20.assets
He shivers. \,,sharedassets20.assets
<i>Click</i>.,,sharedassets20.assets
.EttirMagic=1,,sharedassets22.assets
It is broken.,,sharedassets22.assets
IskLightSpawn,,sharedassets22.assets
NPCDeDissolve,,"sharedassets22.assets, sharedassets4.assets"
Sorry. Go on.,,sharedassets22.assets
.DevilIntro=1,,sharedassets22.assets
<i>Three</i>.,,sharedassets22.assets
What- what's-,,sharedassets23.assets
.JorIsAlive=1,,sharedassets23.assets
Crippling...!,,sharedassets23.assets
EttirTeleport,,"sharedassets23.assets, sharedassets24.assets"
...Apologies.,,sharedassets23.assets
GettingHitBig,,sharedassets23.assets
IT'S A FEINT!,,sharedassets23.assets
.BrrInFight=1,,sharedassets23.assets
It's obscene.,,sharedassets24.assets
.GormCleric=1,,sharedassets24.assets
.GormWizard=1,,sharedassets24.assets
.GormArgued=1,,sharedassets24.assets
.GormPushed=1,,sharedassets24.assets
Think. Think!,,sharedassets24.assets
"Oh, no-no-no.",,sharedassets24.assets
He's smiling.,,sharedassets24.assets
<i>Snell</i>.,,sharedassets24.assets
"No. No, no...",,sharedassets24.assets
Alone. Again.,,sharedassets24.assets
He's... gone?,,sharedassets24.assets
She's an elf.,,sharedassets3.assets
A deflection.,,sharedassets3.assets
Live. Or die.,,sharedassets3.assets
.ViskenOath=1,,sharedassets3.assets
Right. Right.,,sharedassets3.assets
IT'S AWESOME.,,sharedassets4.assets
.OyuShards+=1,,sharedassets4.assets
Such a pussy.,,sharedassets4.assets
I'm confused.,,sharedassets4.assets
He gets up. \,,sharedassets4.assets
Small. Furry.,,sharedassets4.assets
.AlfozIntro=1,,sharedassets4.assets
PPG_Documents,,sharedassets4.assets
Like a brick!,,sharedassets4.assets
No. Uncommon.,,sharedassets4.assets
<b>DO IT.</b>,,sharedassets4.assets
It's obvious.,,sharedassets4.assets
For. Wizards.,,sharedassets4.assets
It is sealed.,,sharedassets4.assets
.BraxoIntro=1,,sharedassets4.assets
Tiny_Dictator,,sharedassets4.assets
.PipeGrease=1,,sharedassets4.assets
Like a ghost.,,sharedassets4.assets
.ChosenOne+=1,,sharedassets4.assets
<i>To</i> do.,,sharedassets4.assets
OnTreeFalling,,sharedassets4.assets
A compliment?,,sharedassets4.assets
Worth a shot.,,sharedassets4.assets
It is genius.,,sharedassets4.assets
.XerbaIntro=1,,sharedassets4.assets
.EttirIntro=2,,sharedassets6.assets
.EttirIntro=3,,sharedassets6.assets
Yeah. Yeah...,,sharedassets6.assets
SWEET-HEART?!,,sharedassets6.assets
.RolloIntro=1,,sharedassets7.assets
As he should.,,sharedassets7.assets
He is guilty.,,sharedassets7.assets
You're alive.,,sharedassets7.assets
Esoterically.,,sharedassets8.assets
.BoothIntro=1,,sharedassets8.assets
Burnt_Brachen,,sharedassets8.assets
Move... away.,,sharedassets8.assets
(Be careful.),,sharedassets8.assets
<b>Avoid.</b>,,sharedassets8.assets
"R-Tell him, \",,sharedassets8.assets
A drawbridge.,,sharedassets9.assets
He is aware.,,sharedassets0.assets
Charm_Person,,"sharedassets0.assets, sharedassets22.assets"
"Oh gods, no.",,sharedassets0.assets
You blew it!,,sharedassets0.assets
ABOMINATION.,,sharedassets0.assets
CastingMinor,,sharedassets10.assets
<i>Urth</i>.,,"sharedassets10.assets, sharedassets23.assets"
E-It's time.,,sharedassets10.assets
A handshake.,,sharedassets10.assets
No response.,,"sharedassets10.assets, sharedassets11.assets, sharedassets18.assets, sharedassets2.assets, sharedassets20.assets, sharedassets4.assets, sharedassets6.assets"
That's wild.,,sharedassets10.assets
The w-what?!,,sharedassets10.assets
He is quiet.,,sharedassets10.assets
ROLL24 wis-\,,sharedassets10.assets
It sparkles.,,sharedassets10.assets
So dramatic.,,sharedassets11.assets
He's just...,,sharedassets11.assets
Infuriating.,,sharedassets13.assets
(Whisper.) \,,"sharedassets13.assets, sharedassets19.assets, sharedassets20.assets, sharedassets23.assets, sharedassets4.assets"
(Descend.) \,,sharedassets13.assets
Move! QUICK!,,sharedassets13.assets
He chuckles.,,"sharedassets13.assets, sharedassets19.assets, sharedassets20.assets, sharedassets4.assets"
Yes. Indeed.,,sharedassets14.assets
SideStepping,,"sharedassets14.assets, sharedassets2.assets, sharedassets20.assets, sharedassets4.assets"
ShakingHands,,sharedassets14.assets
generic_wosh,,sharedassets14.assets
A fake-take.,,sharedassets14.assets
.FreyIntro=1,,sharedassets14.assets
SHIT. ABORT!,,sharedassets15.assets
He groans. \,,"sharedassets15.assets, sharedassets4.assets"
Printing_Ink,,sharedassets15.assets
(Tear up.) \,,sharedassets15.assets
He grunts. \,,"sharedassets15.assets, sharedassets19.assets, sharedassets4.assets"
He grimaces.,,"sharedassets15.assets, sharedassets16.assets"
A... GNOME?!,,sharedassets16.assets
What a rant.,,sharedassets16.assets
TOO... MUCH.,,sharedassets16.assets
He's joking.,,sharedassets16.assets
.KickTwice=1,,sharedassets17.assets
He's honest.,,sharedassets17.assets
An Arcanist?,,sharedassets17.assets
He sniffs. \,,sharedassets17.assets
No...! Nooo!,,sharedassets18.assets
...Scissors?,,sharedassets18.assets
Wow. Smooth.,,sharedassets18.assets
.IvcxIntro=1,,sharedassets18.assets
He flinches.,,sharedassets19.assets
Green_Ledger,,sharedassets19.assets
A scheme...?,,sharedassets19.assets
With a slam.,,sharedassets19.assets
Apple-coins.,,sharedassets2.assets
He breathes!,,sharedassets2.assets
Go. CONSUME.,,sharedassets2.assets
...Oh. Well.,,sharedassets2.assets
.IntroDone=1,,sharedassets2.assets
PortraitExit,,"sharedassets2.assets, sharedassets20.assets, sharedassets22.assets, sharedassets23.assets, sharedassets4.assets"
Inconstancy.,,sharedassets2.assets
<i>TIME</i>?,,sharedassets2.assets
PocketNumber,,sharedassets2.assets
It is heavy.,,sharedassets2.assets
So pedantic.,,sharedassets2.assets
There ya go!,,sharedassets2.assets
Wisdom_Tooth,,sharedassets2.assets
(Whimper.) \,,sharedassets2.assets
<b>LIFT</b>.,,sharedassets20.assets
To yourself.,,sharedassets20.assets
He is ready.,,sharedassets20.assets
That's true.,,sharedassets20.assets
(Go deeper.),,sharedassets20.assets
See? Friend.,,sharedassets20.assets
generic_toss,,"sharedassets20.assets, sharedassets23.assets"
.MeekIntro=1,,sharedassets20.assets
.MimicGone=1,,sharedassets20.assets
<i>Urth.</i>,,sharedassets20.assets
<b>Evil</b>.,,sharedassets20.assets
<b>DIED.</b>,,sharedassets20.assets
That's mean.,,sharedassets20.assets
It is ready.,,sharedassets20.assets
Let's do it.,,sharedassets20.assets
<i>Okay</i>.,,sharedassets20.assets
She's right.,,sharedassets20.assets
ROLL14 str-\,,sharedassets20.assets
What's this?,,sharedassets20.assets
.BondIntro=1,,sharedassets20.assets
ROLL24 int-\,,sharedassets20.assets
THAUMATURGY.,,sharedassets20.assets
Human. Male.,,sharedassets20.assets
...at the...,,"sharedassets20.assets, sharedassets23.assets, sharedassets7.assets"
vo_hailsnail,,sharedassets20.assets
Recognition.,,sharedassets20.assets
Oh. By Urth.,,sharedassets20.assets
You're dead.,,sharedassets20.assets
DE-ANIMATED.,,sharedassets20.assets
Hagginshags.,,sharedassets20.assets
<b>Ouch</b>.,,sharedassets20.assets
<b>Damn</b>.,,sharedassets20.assets
Annihilated.,,sharedassets20.assets
Ah. AH! AHH!,,sharedassets20.assets
BREAK. FREE.,,sharedassets20.assets
...anything.,,sharedassets20.assets
Not a fiend.,,sharedassets20.assets
<i>Tick</i>.,,sharedassets20.assets
FollowCamera,,sharedassets20.assets
Is he upset?,,sharedassets20.assets
(Don't nod.),,sharedassets20.assets
<i>HWBT</i>.,,sharedassets20.assets
Redirection!,,sharedassets20.assets
That's five.,,sharedassets20.assets
ROLL16 cha-\,,sharedassets20.assets
"Right, so...",,sharedassets20.assets
<b>TRAP!</b>,,sharedassets20.assets
Too... much.,,sharedassets20.assets
No. Nothing.,,sharedassets20.assets
...or... no!,,sharedassets20.assets
No... no...!,,"sharedassets20.assets, sharedassets4.assets"
.IskIntro2=1,,sharedassets22.assets
<b>Pain.</b>,,sharedassets22.assets
<b>Eyes</b>.,,sharedassets22.assets
Long. Heavy.,,sharedassets22.assets
ROLL22 cha-\,,sharedassets22.assets
TentaclesVFX,,sharedassets22.assets
Ancient_Helm,,sharedassets23.assets
What? When?!,,sharedassets23.assets
Beyond_Reeds,,sharedassets23.assets
Yeah. Sorry.,,sharedassets23.assets
Weak. Knees.,,sharedassets23.assets
.MeriIntro=1,,sharedassets23.assets
<i>DEAD.</i>,,sharedassets23.assets
He's afraid.,,sharedassets23.assets
I... failed.,,sharedassets23.assets
PlayAmbiance,,"sharedassets23.assets, sharedassets6.assets, sharedassets7.assets"
.Slongshot=1,,sharedassets23.assets
.GormIntro=1,,sharedassets24.assets
.GormAnger=1,,sharedassets24.assets
.GormHappy=1,,sharedassets24.assets
There ya go.,,"sharedassets24.assets, sharedassets4.assets"
.GormTrust=1,,sharedassets24.assets
No pressure.,,sharedassets24.assets
He is alone.,,sharedassets24.assets
.GormRogue=1,,sharedassets24.assets
.GormDruid=1,,sharedassets24.assets
<b>FRAY</b>.,,sharedassets24.assets
.GormFight=1,,sharedassets24.assets
No reaction?,,sharedassets24.assets
.SnellDied=1,,sharedassets24.assets
He is proud.,,sharedassets24.assets
It is FOCUS.,,sharedassets3.assets
.PotLooted=1,,sharedassets3.assets
E-I'm ready.,,sharedassets3.assets
MAGIC-ITEMS.,,sharedassets4.assets
.OyuBuy+=100,,sharedassets4.assets
.OyuBuy+=500,,sharedassets4.assets
.OyuBuy+=300,,sharedassets4.assets
.OyuBuy+=200,,sharedassets4.assets
.OyuBuy+=120,,sharedassets4.assets
.OyuBuy+=280,,sharedassets4.assets
.OyuTheft+=1,,sharedassets4.assets
ROLL15 con-\,,sharedassets4.assets
You're fine.,,sharedassets4.assets
Anger? Fear?,,sharedassets4.assets
He whistles.,,sharedassets4.assets
OBJAnimation,,"sharedassets4.assets, sharedassets8.assets"
SnellFloater,,sharedassets4.assets
It's simple.,,sharedassets4.assets
Unwillingly.,,sharedassets4.assets
What! Weird.,,sharedassets4.assets
Bureaucracy.,,sharedassets4.assets
He frowns. \,,sharedassets4.assets
.AlfozGone=1,,sharedassets4.assets
WindmillHold,,sharedassets4.assets
"Oh, nothing.",,sharedassets4.assets
DC17 cha-Oh.,,sharedassets4.assets
ROLL13 cha-\,,sharedassets4.assets
water_splash,,sharedassets4.assets
That's fair.,,sharedassets4.assets
What- PUSSY?,,sharedassets4.assets
PanningSpeed,,sharedassets4.assets
No it's not.,,sharedassets4.assets
Be creative.,,sharedassets4.assets
StartReading,,sharedassets4.assets
.PipeTried=1,,sharedassets4.assets
UnStuckToken,,sharedassets4.assets
That's embe-,,sharedassets4.assets
Bottom's up.,,sharedassets4.assets
He'll break.,,sharedassets4.assets
.HugPillar=1,,sharedassets4.assets
"Later, then.",,sharedassets4.assets
PillarScene2,,sharedassets4.assets
.KullIntro=1,,sharedassets4.assets
Was I alone?,,sharedassets4.assets
Flower_Crown,,sharedassets4.assets
Potentially.,,sharedassets4.assets
.XerbaGone=1,,sharedassets4.assets
open_journal,,sharedassets6.assets
A conundrum.,,sharedassets6.assets
<i>Sick</i>?,,sharedassets6.assets
She's smart.,,sharedassets6.assets
<i>Well</i>.,,sharedassets6.assets
Eh. I tried.,,sharedassets7.assets
Once. Twice.,,sharedassets7.assets
Bourgeoisie?,,sharedassets7.assets
M-That's it.,,sharedassets8.assets
Did I faint?,,sharedassets8.assets
Ukkul_Leaves,,sharedassets8.assets
Hm. Oh well.,,sharedassets9.assets
An elevator.,,sharedassets9.assets
It's MOVING.,,sharedassets9.assets
He's quick.,,sharedassets0.assets
"Hell, yeah.",,sharedassets0.assets
<b>Yes</b>.,,"sharedassets0.assets, sharedassets10.assets, sharedassets17.assets, sharedassets2.assets"
Leave. Now.,,sharedassets0.assets
It is hazy.,,sharedassets0.assets
StatueCrack,,sharedassets10.assets
Exhaustion.,,sharedassets10.assets
Voting_Card,,"sharedassets10.assets, sharedassets20.assets"
Aggression.,,sharedassets10.assets
ChangeScene,,"sharedassets11.assets, sharedassets4.assets"
(Approach.),,"sharedassets11.assets, sharedassets4.assets"
He's lying.,,sharedassets13.assets
Eh. Boring.,,sharedassets13.assets
music_peril,,"sharedassets13.assets, sharedassets14.assets, sharedassets18.assets, sharedassets2.assets, sharedassets20.assets, sharedassets22.assets, sharedassets23.assets, sharedassets4.assets"
BoxStruggle,,"sharedassets13.assets, sharedassets2.assets"
"Uh, wait...",,sharedassets13.assets
It is open.,,sharedassets14.assets
"Please, no.",,sharedassets14.assets
Direct hit!,,sharedassets14.assets
Is it over?,,sharedassets14.assets
NPCMovement,,"sharedassets14.assets, sharedassets20.assets, sharedassets24.assets, sharedassets4.assets"
NPCDissolve,,"sharedassets14.assets, sharedassets20.assets, sharedassets24.assets, sharedassets4.assets"
HE IS GOOD.,,sharedassets15.assets
<i>Duh</i>.,,"sharedassets15.assets, sharedassets23.assets"
'AHOY-HOY'.,,sharedassets17.assets
He's close.,,sharedassets17.assets
It festers.,,sharedassets18.assets
It is gone.,,sharedassets18.assets
Big... orc.,,sharedassets18.assets
Pure. Evil.,,sharedassets18.assets
.IvcxDeal=1,,sharedassets18.assets
.IvcxDeal=0,,sharedassets18.assets
Not a bird.,,sharedassets19.assets
Noticeable.,,sharedassets19.assets
It is time.,,"sharedassets19.assets, sharedassets6.assets, sharedassets8.assets"
A birdfolk.,,sharedassets19.assets
Ah! An owl!,,sharedassets19.assets
Prayer_Book,,sharedassets19.assets
.AvikRich=1,,sharedassets19.assets
.AvikGone=1,,sharedassets19.assets
Unclickable,,sharedassets19.assets
Ungrateful.,,sharedassets2.assets
GlossaryOff,,sharedassets2.assets
StopAmbient,,"sharedassets2.assets, sharedassets24.assets"
.FullName=1,,sharedassets2.assets
PCGettingUp,,sharedassets2.assets
PlayAmbient,,"sharedassets2.assets, sharedassets24.assets"
PULL. BACK.,,sharedassets2.assets
(Struggle.),,sharedassets2.assets
Am I alive?,,"sharedassets2.assets, sharedassets4.assets"
Yes. It is.,,"sharedassets2.assets, sharedassets20.assets, sharedassets4.assets"
No offense.,,sharedassets2.assets
<b>YES</b>.,,sharedassets2.assets
Is this...?,,"sharedassets20.assets, sharedassets24.assets"
RumbleSmoke,,sharedassets20.assets
Oh gods...!,,sharedassets20.assets
It is doom.,,sharedassets20.assets
Corpo-what?,,sharedassets20.assets
PlayVODelay,,sharedassets20.assets
Mimic_Cloak,,sharedassets20.assets
It's a bag!,,sharedassets20.assets
spell_knock,,sharedassets20.assets
It is firm.,,sharedassets20.assets
A cramp...?,,sharedassets20.assets
<b>Off</b>.,,sharedassets20.assets
It is numb.,,sharedassets20.assets
Oh... oh...,,sharedassets20.assets
"Yes, ma'am.",,sharedassets20.assets
It is cold.,,sharedassets20.assets
Terrifying.,,"sharedassets20.assets, sharedassets4.assets"
"Yeah, that.",,sharedassets20.assets
Please. No.,,sharedassets20.assets
PURE. EVIL.,,sharedassets20.assets
Thaumaturgy,,sharedassets20.assets
He's right.,,sharedassets20.assets
I'm scared.,,"sharedassets20.assets, sharedassets7.assets"
E-Let's go.,,"sharedassets20.assets, sharedassets23.assets, sharedassets4.assets, sharedassets7.assets"
It squirms.,,sharedassets20.assets
Be careful.,,sharedassets20.assets
Yeah. Sure.,,sharedassets20.assets
Acceptance.,,sharedassets20.assets
That's not-,,"sharedassets20.assets, sharedassets23.assets"
Unsettling.,,sharedassets20.assets
"Now, FIGHT!",,sharedassets20.assets
Horrifying?,,sharedassets20.assets
It's the...,,sharedassets20.assets
Wha- wha...,,sharedassets20.assets
What? How?!,,sharedassets20.assets
It is true.,,sharedassets20.assets
...Slogdog?,,sharedassets20.assets
...Slogdog.,,sharedassets20.assets
It tingles.,,"sharedassets20.assets, sharedassets23.assets"
No comment.,,sharedassets20.assets
"No, no, no!",,sharedassets20.assets
So close...,,sharedassets20.assets
Free. Safe.,,sharedassets20.assets
"Well, darn.",,sharedassets20.assets
<i>Yes.</i>,,sharedassets20.assets
OBJDissolve,,sharedassets20.assets
"Relax, guy.",,sharedassets22.assets
.IskSpawn=1,,sharedassets22.assets
.IskIntro=1,,sharedassets22.assets
That's sad.,,sharedassets22.assets
E-Thanks...,,sharedassets22.assets
.MapIntro=1,,sharedassets22.assets
EttirRotate,,"sharedassets22.assets, sharedassets23.assets, sharedassets24.assets"
<b>Now</b>.,,sharedassets22.assets
"Yes, again.",,sharedassets23.assets
Very. Cold.,,sharedassets23.assets
.BrrIntro=1,,sharedassets23.assets
<i>NOT.</i>,,sharedassets23.assets
vo_skeleton,,sharedassets23.assets
<i>Duh.</i>,,sharedassets23.assets
A troll...?,,sharedassets23.assets
Movable_Rod,,"sharedassets23.assets, sharedassets4.assets"
Again. Yes.,,sharedassets23.assets
Troll_Tooth,,sharedassets23.assets
IS AVOIDED.,,sharedassets23.assets
<i>Ugh.</i>,,sharedassets23.assets
(Get up.) \,,sharedassets24.assets
...go home.,,sharedassets24.assets
Horrendous.,,"sharedassets24.assets, sharedassets3.assets"
He is lost.,,sharedassets24.assets
.GormBard=1,,sharedassets24.assets
.GormBarb=1,,sharedassets24.assets
.GormRagn=1,,sharedassets24.assets
He freezes.,,sharedassets24.assets
IT IS TIME.,,sharedassets24.assets
Uh... uh...,,sharedassets24.assets
It fizzles.,,sharedassets24.assets
He is here.,,"sharedassets24.assets, sharedassets4.assets"
Nope. Nope!,,sharedassets24.assets
It returns.,,sharedassets3.assets
<i>Yes</i>!,,sharedassets3.assets
Elementary.,,sharedassets3.assets
What a day.,,sharedassets3.assets
.OyuIntro=1,,sharedassets4.assets
A gargoyle.,,sharedassets4.assets
.OyuBuy+=50,,sharedassets4.assets
.OyuBuy+=90,,sharedassets4.assets
(Squint.) \,,sharedassets4.assets
.OyuTheft=1,,sharedassets4.assets
.OyuTheft=2,,sharedassets4.assets
.OyuTheft=3,,sharedassets4.assets
Everything.,,sharedassets4.assets
He's ready.,,sharedassets4.assets
Stereotype.,,sharedassets4.assets
He cackles.,,sharedassets4.assets
CrossLegged,,sharedassets4.assets
He listens.,,sharedassets4.assets
NEVER-MIND.,,sharedassets4.assets
RagnFloater,,sharedassets4.assets
Impossible.,,sharedassets4.assets
He follows.,,sharedassets4.assets
.PPGHeard=1,,sharedassets4.assets
.PPGGiven=1,,sharedassets4.assets
Victorious.,,sharedassets4.assets
Physically.,,sharedassets4.assets
.AlfozWon=1,,sharedassets4.assets
It is hard.,,sharedassets4.assets
"Now, FLIRT!",,sharedassets4.assets
...Alright!,,sharedassets4.assets
Now. Speak.,,sharedassets4.assets
"Oh, gods...",,sharedassets4.assets
She's good.,,sharedassets4.assets
StopReading,,sharedassets4.assets
"No, that's-",,sharedassets4.assets
It screams.,,sharedassets4.assets
Not a jest.,,sharedassets4.assets
No. Wait...,,sharedassets4.assets
Am I ready?,,sharedassets4.assets
PillarScene,,sharedassets4.assets
SHIIIIT...!,,sharedassets4.assets
<b>Elf.</b>,,sharedassets4.assets
<i>Now</i>.,,sharedassets4.assets
Elven_Boots,,sharedassets4.assets
Melancholy.,,sharedassets4.assets
No yelling.,,sharedassets4.assets
It is WARM.,,sharedassets4.assets
E-(Gulp.) \,,sharedassets5.assets
<b>Yes.</b>,,sharedassets6.assets
Woah. Look!,,sharedassets6.assets
Re-convene?,,sharedassets6.assets
He is wise.,,sharedassets6.assets
"Yes, HOLES!",,sharedassets6.assets
<i>Sic.</i>,,sharedassets6.assets
Like a man.,,sharedassets6.assets
Don't join.,,sharedassets7.assets
Stress_Cube,,sharedassets7.assets
APPLE. BOY.,,sharedassets7.assets
It's stuck.,,sharedassets7.assets
Glimmering.,,sharedassets8.assets
Oh. Oh boy.,,sharedassets8.assets
CorpseScene,,sharedassets8.assets
Yes. Do it.,,sharedassets8.assets
<i>Wow.</i>,,sharedassets8.assets
<i>Shh</i>.,,sharedassets9.assets
E-I'm good.,,sharedassets9.assets
Adamantium.,,sharedassets9.assets
FC12 int-\,,"sharedassets0.assets, sharedassets20.assets, sharedassets22.assets, sharedassets23.assets, sharedassets4.assets, sharedassets9.assets"
(Shrug.) \,,"sharedassets0.assets, sharedassets16.assets, sharedassets17.assets, sharedassets18.assets, sharedassets20.assets, sharedassets23.assets, sharedassets4.assets, sharedassets7.assets, sharedassets8.assets"
FC14 con-\,,sharedassets0.assets
DC14 con-\,,"sharedassets0.assets, sharedassets12.assets"
FC15 con-\,,sharedassets0.assets
Unnatural.,,sharedassets0.assets
Centuries?,,sharedassets0.assets
DC15 dex-\,,"sharedassets0.assets, sharedassets2.assets"
DC16 wis-\,,sharedassets0.assets
Apologize.,,sharedassets0.assets
(Whimper.),,sharedassets10.assets
So slowly.,,sharedassets10.assets
Relatable.,,"sharedassets10.assets, sharedassets2.assets, sharedassets20.assets"
E-(Leave.),,"sharedassets10.assets, sharedassets11.assets, sharedassets19.assets, sharedassets20.assets, sharedassets22.assets, sharedassets4.assets"
Nervously.,,"sharedassets11.assets, sharedassets4.assets"
City_Below,,"sharedassets11.assets, sharedassets4.assets"
<b>NO</b>.,,sharedassets11.assets
DC20 int-\,,"sharedassets11.assets, sharedassets22.assets"
alert_heal,,sharedassets11.assets
DC13 wis-\,,"sharedassets12.assets, sharedassets17.assets, sharedassets2.assets, sharedassets3.assets"
FC13 wis-\,,sharedassets12.assets
FC19 int-\,,sharedassets12.assets
DC19 int-\,,sharedassets12.assets
Druidcraft,,sharedassets12.assets
(Laugh.) \,,"sharedassets12.assets, sharedassets22.assets"
FallingOut,,sharedassets13.assets
vo_drummer,,sharedassets13.assets
What's...?,,sharedassets13.assets
LooseToken,,"sharedassets13.assets, sharedassets2.assets, sharedassets20.assets, sharedassets4.assets"
E-No need.,,sharedassets14.assets
Hilarious.,,sharedassets14.assets
Perhaps...,,sharedassets14.assets
FC10 con-\,,"sharedassets14.assets, sharedassets20.assets"
DC18 wis-\,,"sharedassets14.assets, sharedassets22.assets"
DC16 con-\,,sharedassets14.assets
FC12 con-\,,sharedassets14.assets
DC12 con-\,,sharedassets14.assets
Let's not.,,"sharedassets15.assets, sharedassets4.assets"
He frowns.,,"sharedassets15.assets, sharedassets17.assets, sharedassets4.assets"
DC19 con-\,,sharedassets15.assets
FC15 wis-\,,sharedassets15.assets
DC15 wis-\,,"sharedassets15.assets, sharedassets23.assets"
DC17 wis-\,,"sharedassets15.assets, sharedassets2.assets"
He scowls.,,"sharedassets15.assets, sharedassets3.assets"
Hilarious!,,"sharedassets16.assets, sharedassets7.assets"
A... girl?,,sharedassets16.assets
FC15 int-\,,"sharedassets17.assets, sharedassets20.assets, sharedassets22.assets, sharedassets23.assets"
He sniffs.,,"sharedassets17.assets, sharedassets4.assets"
DC17 int-\,,"sharedassets17.assets, sharedassets2.assets, sharedassets20.assets, sharedassets22.assets, sharedassets23.assets"
DC14 str-\,,"sharedassets17.assets, sharedassets2.assets"
INTELLECT.,,sharedassets17.assets
AWARENESS.,,sharedassets17.assets
IT IS NOT.,,sharedassets17.assets
DC16 int-\,,"sharedassets17.assets, sharedassets4.assets, sharedassets6.assets"
FC16 int-\,,"sharedassets17.assets, sharedassets6.assets"
<b>No</b>.,,sharedassets18.assets
E-...Okay.,,sharedassets18.assets
DC10 dex-\,,"sharedassets18.assets, sharedassets20.assets, sharedassets23.assets"
Treachery.,,sharedassets18.assets
DC21 cha-\,,sharedassets18.assets
Storytime!,,sharedassets18.assets
FC10 wis-\,,"sharedassets18.assets, sharedassets20.assets"
...Tongue?,,sharedassets18.assets
OBJTrigger,,"sharedassets19.assets, sharedassets20.assets, sharedassets23.assets, sharedassets4.assets"
FC11 int-\,,sharedassets19.assets
A scoff. \,,sharedassets19.assets
"He goes, \",,sharedassets19.assets
(Focus.) \,,sharedassets19.assets
A scholar.,,sharedassets19.assets
DeckNumber,,"sharedassets19.assets, sharedassets2.assets"
Rollo? Oh.,,sharedassets2.assets
PCSleeping,,sharedassets2.assets
DC15 str-\,,"sharedassets2.assets, sharedassets20.assets"
DialogHide,,sharedassets2.assets
StartIntro,,sharedassets2.assets
GlossaryOn,,sharedassets2.assets
<b>No.</b>,,sharedassets2.assets
DC17 dex-\,,sharedassets2.assets
DC17 str-\,,sharedassets2.assets
DC17 cha-\,,"sharedassets2.assets, sharedassets20.assets, sharedassets4.assets"
E-Go away.,,sharedassets2.assets
E-Victory.,,sharedassets2.assets
Go deeper!,,sharedassets20.assets
Heh. Nuts.,,sharedassets20.assets
It speaks?,,sharedassets20.assets
Be friend.,,sharedassets20.assets
